"JournalKey","PreparerKey","Source","Date"
7386,11849,"Source 2","2018-07-05T05:00:00.000Z"
7387,2948,"Source 3","2018-12-17T05:00:00.000Z"
7388,6048,"Source 5","2018-11-07T05:00:00.000Z"
7389,10219,"Source 5","2019-12-18T05:00:00.000Z"
7390,6794,"Source 1","2019-03-21T05:00:00.000Z"
7391,11144,"Source 2","2020-09-27T05:00:00.000Z"
7392,2053,"Source 5","2020-03-19T05:00:00.000Z"
7393,7909,"Source 4","2019-03-03T05:00:00.000Z"
7394,9171,"Source 4","2020-10-27T05:00:00.000Z"
7395,315,"Source 5","2020-11-10T05:00:00.000Z"
7396,1656,"Source 5","2018-06-29T05:00:00.000Z"
7397,2203,"Source 2","2020-08-02T05:00:00.000Z"
7398,1642,"Source 2","2020-01-10T05:00:00.000Z"
7399,3702,"Source 3","2019-02-19T05:00:00.000Z"
7400,8436,"Source 4","2020-10-03T05:00:00.000Z"
7401,9725,"Source 2","2020-03-01T05:00:00.000Z"
7402,2415,"Source 5","2019-11-18T05:00:00.000Z"
7403,1827,"Source 2","2018-12-15T05:00:00.000Z"
7404,322,"Source 5","2020-05-11T05:00:00.000Z"
7405,8221,"Source 5","2020-01-27T05:00:00.000Z"
7406,5970,"Source 2","2019-03-24T05:00:00.000Z"
7407,1848,"Source 1","2020-12-20T05:00:00.000Z"
7408,438,"Source 5","2020-05-08T05:00:00.000Z"
7409,7582,"Source 5","2020-11-23T05:00:00.000Z"
7410,11266,"Source 4","2020-09-05T05:00:00.000Z"
7411,11209,"Source 3","2019-01-28T05:00:00.000Z"
7412,9593,"Source 5","2018-02-02T05:00:00.000Z"
7413,10940,"Source 5","2020-03-01T05:00:00.000Z"
7414,10028,"Source 1","2018-01-29T05:00:00.000Z"
7415,11391,"Source 1","2019-11-27T05:00:00.000Z"
7416,9998,"Source 3","2019-06-20T05:00:00.000Z"
7417,9104,"Source 3","2020-08-04T05:00:00.000Z"
7418,5090,"Source 5","2018-05-13T05:00:00.000Z"
7419,7112,"Source 4","2020-12-07T05:00:00.000Z"
7420,7738,"Source 5","2019-05-01T05:00:00.000Z"
7421,703,"Source 2","2018-04-07T05:00:00.000Z"
7422,7883,"Source 1","2019-08-25T05:00:00.000Z"
7423,1188,"Source 1","2020-02-14T05:00:00.000Z"
7424,2393,"Source 2","2018-12-12T05:00:00.000Z"
7425,5957,"Source 3","2019-11-28T05:00:00.000Z"
7426,9086,"Source 1","2019-07-23T05:00:00.000Z"
7427,2299,"Source 3","2020-06-01T05:00:00.000Z"
7428,6036,"Source 1","2018-05-07T05:00:00.000Z"
7429,7874,"Source 5","2019-05-03T05:00:00.000Z"
7430,902,"Source 3","2018-09-19T05:00:00.000Z"
7431,10722,"Source 5","2018-05-18T05:00:00.000Z"
7432,3706,"Source 2","2018-12-02T05:00:00.000Z"
7433,789,"Source 4","2019-09-15T05:00:00.000Z"
7434,3672,"Source 1","2020-04-19T05:00:00.000Z"
7435,4377,"Source 3","2018-03-13T05:00:00.000Z"
7436,9224,"Source 3","2018-12-09T05:00:00.000Z"
7437,9940,"Source 3","2018-05-14T05:00:00.000Z"
7438,4291,"Source 4","2018-03-12T05:00:00.000Z"
7439,11272,"Source 1","2020-09-23T05:00:00.000Z"
7440,1511,"Source 4","2018-10-16T05:00:00.000Z"
7441,7426,"Source 3","2018-11-04T05:00:00.000Z"
7442,6218,"Source 1","2020-03-20T05:00:00.000Z"
7443,10202,"Source 4","2018-04-17T05:00:00.000Z"
7444,163,"Source 1","2018-12-13T05:00:00.000Z"
7445,6700,"Source 3","2020-08-09T05:00:00.000Z"
7446,8299,"Source 4","2018-01-26T05:00:00.000Z"
7447,11221,"Source 5","2020-10-02T05:00:00.000Z"
7448,9769,"Source 1","2018-08-14T05:00:00.000Z"
7449,9954,"Source 4","2019-09-05T05:00:00.000Z"
7450,5969,"Source 3","2019-06-23T05:00:00.000Z"
7451,1879,"Source 5","2020-08-02T05:00:00.000Z"
7452,9540,"Source 2","2020-01-08T05:00:00.000Z"
7453,687,"Source 5","2018-01-09T05:00:00.000Z"
7454,3613,"Source 4","2019-02-07T05:00:00.000Z"
7455,335,"Source 2","2019-12-10T05:00:00.000Z"
7456,6962,"Source 2","2020-05-10T05:00:00.000Z"
7457,1238,"Source 4","2018-11-21T05:00:00.000Z"
7458,8736,"Source 2","2020-11-05T05:00:00.000Z"
7459,6670,"Source 4","2019-06-16T05:00:00.000Z"
7460,9066,"Source 1","2020-07-05T05:00:00.000Z"
7461,476,"Source 4","2020-01-26T05:00:00.000Z"
7462,9602,"Source 1","2019-06-27T05:00:00.000Z"
7463,6182,"Source 1","2020-12-22T05:00:00.000Z"
7464,1458,"Source 1","2019-09-01T05:00:00.000Z"
7465,2177,"Source 3","2018-04-14T05:00:00.000Z"
7466,3666,"Source 1","2018-08-19T05:00:00.000Z"
7467,7807,"Source 5","2020-11-12T05:00:00.000Z"
7468,11891,"Source 2","2018-06-05T05:00:00.000Z"
7469,8842,"Source 5","2018-02-17T05:00:00.000Z"
7470,5393,"Source 1","2018-12-04T05:00:00.000Z"
7471,7157,"Source 2","2018-11-24T05:00:00.000Z"
7472,2634,"Source 2","2019-10-11T05:00:00.000Z"
7473,11644,"Source 5","2020-02-13T05:00:00.000Z"
7474,2670,"Source 3","2018-01-13T05:00:00.000Z"
7475,4425,"Source 2","2019-12-22T05:00:00.000Z"
7476,8238,"Source 2","2018-02-05T05:00:00.000Z"
7477,1014,"Source 3","2019-10-12T05:00:00.000Z"
7478,10023,"Source 1","2019-06-08T05:00:00.000Z"
7479,1150,"Source 3","2020-08-24T05:00:00.000Z"
7480,5905,"Source 3","2018-09-14T05:00:00.000Z"
7481,5218,"Source 4","2020-03-20T05:00:00.000Z"
7482,6675,"Source 2","2018-12-18T05:00:00.000Z"
7483,3307,"Source 4","2018-10-03T05:00:00.000Z"
7484,1591,"Source 5","2018-01-17T05:00:00.000Z"
7485,6035,"Source 2","2019-05-02T05:00:00.000Z"
7486,5471,"Source 4","2019-02-27T05:00:00.000Z"
7487,3043,"Source 1","2019-10-31T05:00:00.000Z"
7488,9257,"Source 2","2018-01-24T05:00:00.000Z"
7489,10083,"Source 3","2020-09-02T05:00:00.000Z"
7490,9878,"Source 3","2018-03-05T05:00:00.000Z"
7491,3311,"Source 4","2019-05-15T05:00:00.000Z"
7492,5,"Source 3","2018-05-09T05:00:00.000Z"
7493,6816,"Source 3","2018-03-19T05:00:00.000Z"
7494,1566,"Source 2","2018-10-27T05:00:00.000Z"
7495,5512,"Source 4","2019-12-26T05:00:00.000Z"
7496,3168,"Source 2","2020-03-10T05:00:00.000Z"
7497,9229,"Source 5","2018-07-19T05:00:00.000Z"
7498,4765,"Source 1","2020-03-14T05:00:00.000Z"
7499,3248,"Source 4","2019-03-06T05:00:00.000Z"
7500,11333,"Source 2","2019-02-03T05:00:00.000Z"
7501,10421,"Source 3","2020-08-14T05:00:00.000Z"
7502,1505,"Source 4","2018-01-23T05:00:00.000Z"
7503,10637,"Source 5","2020-10-16T05:00:00.000Z"
7504,4880,"Source 1","2020-05-01T05:00:00.000Z"
7505,4002,"Source 3","2018-08-05T05:00:00.000Z"
7506,3954,"Source 1","2018-11-27T05:00:00.000Z"
7507,11000,"Source 1","2019-03-18T05:00:00.000Z"
7508,4436,"Source 4","2018-08-01T05:00:00.000Z"
7509,1495,"Source 5","2020-06-05T05:00:00.000Z"
7510,2219,"Source 1","2020-07-08T05:00:00.000Z"
7511,7845,"Source 5","2020-11-08T05:00:00.000Z"
7512,11139,"Source 5","2018-04-29T05:00:00.000Z"
7513,11669,"Source 5","2018-07-07T05:00:00.000Z"
7514,3580,"Source 1","2018-04-17T05:00:00.000Z"
7515,8658,"Source 2","2020-10-25T05:00:00.000Z"
7516,4638,"Source 2","2018-07-29T05:00:00.000Z"
7517,11881,"Source 4","2020-10-12T05:00:00.000Z"
7518,4112,"Source 5","2019-05-28T05:00:00.000Z"
7519,2167,"Source 3","2019-02-09T05:00:00.000Z"
7520,1601,"Source 1","2018-10-27T05:00:00.000Z"
7521,4864,"Source 4","2018-03-22T05:00:00.000Z"
7522,8952,"Source 1","2020-08-08T05:00:00.000Z"
7523,4311,"Source 2","2020-03-31T05:00:00.000Z"
7524,6822,"Source 5","2020-11-28T05:00:00.000Z"
7525,6508,"Source 3","2019-11-02T05:00:00.000Z"
7526,8911,"Source 3","2019-07-01T05:00:00.000Z"
7527,6924,"Source 2","2018-08-02T05:00:00.000Z"
7528,8492,"Source 1","2020-11-25T05:00:00.000Z"
7529,2563,"Source 5","2020-03-07T05:00:00.000Z"
7530,1839,"Source 2","2019-12-31T05:00:00.000Z"
7531,7799,"Source 1","2018-10-16T05:00:00.000Z"
7532,11445,"Source 1","2019-07-12T05:00:00.000Z"
7533,6464,"Source 5","2020-08-27T05:00:00.000Z"
7534,10191,"Source 3","2018-06-20T05:00:00.000Z"
7535,5242,"Source 3","2018-03-11T05:00:00.000Z"
7536,6101,"Source 5","2019-06-22T05:00:00.000Z"
7537,11583,"Source 1","2018-10-27T05:00:00.000Z"
7538,2169,"Source 4","2019-05-08T05:00:00.000Z"
7539,8409,"Source 5","2020-01-24T05:00:00.000Z"
7540,4790,"Source 1","2020-06-18T05:00:00.000Z"
7541,7225,"Source 2","2019-11-20T05:00:00.000Z"
7542,8787,"Source 5","2020-04-07T05:00:00.000Z"
7543,9977,"Source 3","2019-08-26T05:00:00.000Z"
7544,3641,"Source 5","2020-01-02T05:00:00.000Z"
7545,8055,"Source 4","2019-02-05T05:00:00.000Z"
7546,5668,"Source 3","2018-06-09T05:00:00.000Z"
7547,7745,"Source 3","2018-04-04T05:00:00.000Z"
7548,5337,"Source 2","2019-09-08T05:00:00.000Z"
7549,5560,"Source 4","2019-02-01T05:00:00.000Z"
7550,2534,"Source 2","2018-08-12T05:00:00.000Z"
7551,10756,"Source 4","2018-06-25T05:00:00.000Z"
7552,6667,"Source 2","2020-03-10T05:00:00.000Z"
7553,1322,"Source 4","2018-06-10T05:00:00.000Z"
7554,2501,"Source 5","2018-09-22T05:00:00.000Z"
7555,1497,"Source 5","2019-12-27T05:00:00.000Z"
7556,8890,"Source 1","2019-10-08T05:00:00.000Z"
7557,8474,"Source 1","2019-03-30T05:00:00.000Z"
7558,8300,"Source 3","2018-10-04T05:00:00.000Z"
7559,1038,"Source 3","2018-09-24T05:00:00.000Z"
7560,1260,"Source 4","2019-07-15T05:00:00.000Z"
7561,8034,"Source 2","2018-05-22T05:00:00.000Z"
7562,1312,"Source 5","2019-01-04T05:00:00.000Z"
7563,6580,"Source 2","2019-02-16T05:00:00.000Z"
7564,4743,"Source 4","2020-10-07T05:00:00.000Z"
7565,4202,"Source 1","2018-10-07T05:00:00.000Z"
7566,580,"Source 3","2020-10-06T05:00:00.000Z"
7567,4088,"Source 2","2020-04-03T05:00:00.000Z"
7568,1735,"Source 2","2018-11-11T05:00:00.000Z"
7569,10896,"Source 5","2018-07-26T05:00:00.000Z"
7570,5641,"Source 4","2020-05-01T05:00:00.000Z"
7571,8157,"Source 3","2020-01-24T05:00:00.000Z"
7572,7120,"Source 4","2020-12-06T05:00:00.000Z"
7573,8218,"Source 2","2020-03-31T05:00:00.000Z"
7574,10991,"Source 4","2020-03-15T05:00:00.000Z"
7575,8340,"Source 2","2019-06-21T05:00:00.000Z"
7576,7439,"Source 4","2019-10-30T05:00:00.000Z"
7577,10093,"Source 3","2020-10-08T05:00:00.000Z"
7578,9711,"Source 1","2020-05-24T05:00:00.000Z"
7579,7985,"Source 1","2020-04-18T05:00:00.000Z"
7580,4372,"Source 4","2019-12-11T05:00:00.000Z"
7581,4761,"Source 3","2018-12-01T05:00:00.000Z"
7582,7920,"Source 1","2020-07-17T05:00:00.000Z"
7583,2720,"Source 4","2020-01-06T05:00:00.000Z"
7584,2057,"Source 4","2018-03-02T05:00:00.000Z"
7585,10252,"Source 2","2019-07-13T05:00:00.000Z"
7586,11584,"Source 4","2020-06-19T05:00:00.000Z"
7587,3167,"Source 3","2020-09-12T05:00:00.000Z"
7588,3190,"Source 3","2020-08-13T05:00:00.000Z"
7589,5422,"Source 3","2018-06-23T05:00:00.000Z"
7590,2415,"Source 1","2020-05-24T05:00:00.000Z"
7591,8560,"Source 5","2020-07-27T05:00:00.000Z"
7592,6305,"Source 2","2018-09-20T05:00:00.000Z"
7593,2879,"Source 4","2019-03-08T05:00:00.000Z"
7594,2244,"Source 5","2019-01-13T05:00:00.000Z"
7595,11023,"Source 5","2019-04-18T05:00:00.000Z"
7596,3973,"Source 5","2020-10-27T05:00:00.000Z"
7597,3349,"Source 4","2018-03-15T05:00:00.000Z"
7598,10688,"Source 3","2018-07-05T05:00:00.000Z"
7599,6393,"Source 2","2018-04-27T05:00:00.000Z"
7600,5055,"Source 3","2018-05-01T05:00:00.000Z"
7601,4105,"Source 2","2018-05-14T05:00:00.000Z"
7602,2968,"Source 1","2019-04-10T05:00:00.000Z"
7603,1561,"Source 4","2020-09-09T05:00:00.000Z"
7604,2573,"Source 1","2019-01-12T05:00:00.000Z"
7605,4863,"Source 2","2018-04-12T05:00:00.000Z"
7606,4361,"Source 1","2020-12-22T05:00:00.000Z"
7607,2845,"Source 4","2019-09-06T05:00:00.000Z"
7608,9798,"Source 4","2019-11-14T05:00:00.000Z"
7609,5578,"Source 5","2020-07-16T05:00:00.000Z"
7610,6587,"Source 2","2018-11-17T05:00:00.000Z"
7611,7326,"Source 2","2019-10-17T05:00:00.000Z"
7612,263,"Source 5","2019-07-31T05:00:00.000Z"
7613,4876,"Source 1","2019-11-16T05:00:00.000Z"
7614,8927,"Source 1","2020-12-04T05:00:00.000Z"
7615,2443,"Source 5","2018-10-27T05:00:00.000Z"
7616,7317,"Source 3","2020-08-29T05:00:00.000Z"
7617,4062,"Source 5","2018-07-14T05:00:00.000Z"
7618,5576,"Source 2","2019-09-10T05:00:00.000Z"
7619,937,"Source 2","2019-05-02T05:00:00.000Z"
7620,8928,"Source 5","2019-06-15T05:00:00.000Z"
7621,9526,"Source 2","2018-06-15T05:00:00.000Z"
7622,11205,"Source 5","2020-11-19T05:00:00.000Z"
7623,8551,"Source 5","2018-06-02T05:00:00.000Z"
7624,3702,"Source 3","2018-11-18T05:00:00.000Z"
7625,9038,"Source 1","2019-10-13T05:00:00.000Z"
7626,4242,"Source 1","2020-04-26T05:00:00.000Z"
7627,2727,"Source 1","2019-08-01T05:00:00.000Z"
7628,3318,"Source 5","2020-11-17T05:00:00.000Z"
7629,1264,"Source 3","2020-12-21T05:00:00.000Z"
7630,7173,"Source 2","2020-06-26T05:00:00.000Z"
7631,6557,"Source 5","2018-04-11T05:00:00.000Z"
7632,10998,"Source 1","2020-09-21T05:00:00.000Z"
7633,10702,"Source 3","2018-07-25T05:00:00.000Z"
7634,5664,"Source 5","2019-11-26T05:00:00.000Z"
7635,9090,"Source 5","2019-03-21T05:00:00.000Z"
7636,2707,"Source 5","2020-02-22T05:00:00.000Z"
7637,481,"Source 4","2019-09-24T05:00:00.000Z"
7638,2823,"Source 2","2019-11-11T05:00:00.000Z"
7639,8306,"Source 4","2018-06-23T05:00:00.000Z"
7640,4313,"Source 3","2019-04-22T05:00:00.000Z"
7641,7744,"Source 2","2018-05-04T05:00:00.000Z"
7642,8942,"Source 1","2020-08-01T05:00:00.000Z"
7643,3030,"Source 4","2019-09-04T05:00:00.000Z"
7644,7336,"Source 2","2019-09-01T05:00:00.000Z"
7645,1501,"Source 4","2020-01-19T05:00:00.000Z"
7646,6419,"Source 4","2019-01-18T05:00:00.000Z"
7647,3585,"Source 5","2019-12-13T05:00:00.000Z"
7648,10332,"Source 3","2019-03-09T05:00:00.000Z"
7649,11536,"Source 1","2018-03-27T05:00:00.000Z"
7650,6034,"Source 1","2019-07-19T05:00:00.000Z"
7651,7978,"Source 3","2018-01-01T05:00:00.000Z"
7652,1626,"Source 3","2019-08-19T05:00:00.000Z"
7653,11486,"Source 4","2020-03-12T05:00:00.000Z"
7654,1431,"Source 5","2019-08-08T05:00:00.000Z"
7655,9348,"Source 2","2020-02-22T05:00:00.000Z"
7656,1490,"Source 3","2019-12-14T05:00:00.000Z"
7657,2464,"Source 4","2020-04-07T05:00:00.000Z"
7658,4509,"Source 1","2020-09-29T05:00:00.000Z"
7659,513,"Source 5","2019-06-23T05:00:00.000Z"
7660,5190,"Source 3","2019-07-05T05:00:00.000Z"
7661,1840,"Source 5","2020-07-19T05:00:00.000Z"
7662,5505,"Source 1","2019-12-08T05:00:00.000Z"
7663,7348,"Source 2","2020-01-22T05:00:00.000Z"
7664,7196,"Source 2","2020-11-01T05:00:00.000Z"
7665,3164,"Source 2","2020-03-10T05:00:00.000Z"
7666,4476,"Source 4","2018-12-25T05:00:00.000Z"
7667,560,"Source 5","2019-03-12T05:00:00.000Z"
7668,4690,"Source 4","2018-05-17T05:00:00.000Z"
7669,10019,"Source 4","2018-07-27T05:00:00.000Z"
7670,7078,"Source 2","2019-10-23T05:00:00.000Z"
7671,2101,"Source 1","2019-03-22T05:00:00.000Z"
7672,11084,"Source 2","2020-01-03T05:00:00.000Z"
7673,1977,"Source 3","2020-04-18T05:00:00.000Z"
7674,10635,"Source 4","2018-04-21T05:00:00.000Z"
7675,8448,"Source 3","2018-08-23T05:00:00.000Z"
7676,3739,"Source 1","2018-04-23T05:00:00.000Z"
7677,9298,"Source 2","2018-08-25T05:00:00.000Z"
7678,8688,"Source 3","2018-10-04T05:00:00.000Z"
7679,5862,"Source 2","2018-06-26T05:00:00.000Z"
7680,1144,"Source 2","2018-06-10T05:00:00.000Z"
7681,3676,"Source 2","2020-10-02T05:00:00.000Z"
7682,8857,"Source 3","2019-06-25T05:00:00.000Z"
7683,9940,"Source 5","2018-10-14T05:00:00.000Z"
7684,163,"Source 3","2018-09-08T05:00:00.000Z"
7685,478,"Source 1","2020-04-29T05:00:00.000Z"
7686,7986,"Source 5","2020-01-12T05:00:00.000Z"
7687,11551,"Source 5","2018-01-14T05:00:00.000Z"
7688,5756,"Source 1","2020-01-12T05:00:00.000Z"
7689,7596,"Source 5","2019-09-17T05:00:00.000Z"
7690,9807,"Source 4","2018-12-12T05:00:00.000Z"
7691,6517,"Source 4","2019-01-04T05:00:00.000Z"
7692,2985,"Source 3","2019-07-03T05:00:00.000Z"
7693,10079,"Source 1","2018-02-22T05:00:00.000Z"
7694,657,"Source 5","2020-05-24T05:00:00.000Z"
7695,6952,"Source 3","2020-04-07T05:00:00.000Z"
7696,8591,"Source 2","2018-10-20T05:00:00.000Z"
7697,5349,"Source 4","2020-10-07T05:00:00.000Z"
7698,2617,"Source 3","2018-12-19T05:00:00.000Z"
7699,328,"Source 4","2019-10-10T05:00:00.000Z"
7700,10042,"Source 5","2019-07-04T05:00:00.000Z"
7701,10019,"Source 4","2019-04-17T05:00:00.000Z"
7702,6804,"Source 4","2018-06-01T05:00:00.000Z"
7703,1457,"Source 4","2019-04-19T05:00:00.000Z"
7704,8755,"Source 1","2020-02-29T05:00:00.000Z"
7705,4928,"Source 3","2019-09-17T05:00:00.000Z"
7706,9822,"Source 3","2018-07-04T05:00:00.000Z"
7707,11119,"Source 3","2018-09-26T05:00:00.000Z"
7708,9612,"Source 4","2019-06-11T05:00:00.000Z"
7709,4926,"Source 5","2020-07-30T05:00:00.000Z"
7710,5276,"Source 1","2019-03-31T05:00:00.000Z"
7711,4140,"Source 5","2019-08-06T05:00:00.000Z"
7712,7796,"Source 4","2018-02-19T05:00:00.000Z"
7713,11098,"Source 2","2020-01-11T05:00:00.000Z"
7714,10389,"Source 2","2019-09-19T05:00:00.000Z"
7715,5645,"Source 4","2019-08-09T05:00:00.000Z"
7716,9727,"Source 1","2020-12-10T05:00:00.000Z"
7717,5292,"Source 2","2020-11-15T05:00:00.000Z"
7718,6652,"Source 1","2019-07-21T05:00:00.000Z"
7719,1828,"Source 5","2018-05-15T05:00:00.000Z"
7720,1682,"Source 4","2020-06-29T05:00:00.000Z"
7721,2671,"Source 2","2019-03-02T05:00:00.000Z"
7722,4607,"Source 4","2020-10-14T05:00:00.000Z"
7723,9284,"Source 5","2019-11-22T05:00:00.000Z"
7724,11550,"Source 2","2018-05-07T05:00:00.000Z"
7725,3709,"Source 2","2019-01-06T05:00:00.000Z"
7726,7188,"Source 2","2019-04-11T05:00:00.000Z"
7727,11834,"Source 4","2020-08-21T05:00:00.000Z"
7728,10760,"Source 4","2019-04-01T05:00:00.000Z"
7729,2526,"Source 4","2019-03-25T05:00:00.000Z"
7730,3575,"Source 3","2020-03-22T05:00:00.000Z"
7731,523,"Source 3","2020-10-25T05:00:00.000Z"
7732,2732,"Source 1","2019-05-22T05:00:00.000Z"
7733,4360,"Source 2","2019-09-17T05:00:00.000Z"
7734,7069,"Source 1","2020-04-07T05:00:00.000Z"
7735,3943,"Source 4","2020-12-18T05:00:00.000Z"
7736,2814,"Source 4","2019-11-26T05:00:00.000Z"
7737,4311,"Source 1","2019-11-22T05:00:00.000Z"
7738,5500,"Source 4","2019-10-09T05:00:00.000Z"
7739,3091,"Source 2","2019-02-20T05:00:00.000Z"
7740,1554,"Source 1","2019-02-26T05:00:00.000Z"
7741,2156,"Source 5","2020-12-08T05:00:00.000Z"
7742,113,"Source 2","2020-11-14T05:00:00.000Z"
7743,3124,"Source 1","2018-06-21T05:00:00.000Z"
7744,826,"Source 4","2020-11-04T05:00:00.000Z"
7745,9699,"Source 4","2019-10-11T05:00:00.000Z"
7746,8601,"Source 3","2019-04-21T05:00:00.000Z"
7747,1792,"Source 1","2020-10-11T05:00:00.000Z"
7748,6785,"Source 4","2018-01-15T05:00:00.000Z"
7749,9574,"Source 3","2019-08-10T05:00:00.000Z"
7750,6672,"Source 2","2018-05-08T05:00:00.000Z"
7751,2935,"Source 5","2019-10-20T05:00:00.000Z"
7752,10886,"Source 3","2020-01-25T05:00:00.000Z"
7753,3958,"Source 3","2020-08-19T05:00:00.000Z"
7754,10961,"Source 4","2020-05-03T05:00:00.000Z"
7755,1225,"Source 4","2020-06-03T05:00:00.000Z"
7756,5013,"Source 2","2019-08-09T05:00:00.000Z"
7757,1573,"Source 4","2020-11-27T05:00:00.000Z"
7758,4306,"Source 3","2018-11-02T05:00:00.000Z"
7759,4560,"Source 4","2019-11-19T05:00:00.000Z"
7760,1766,"Source 5","2020-08-15T05:00:00.000Z"
7761,5679,"Source 1","2018-09-19T05:00:00.000Z"
7762,11962,"Source 3","2018-06-23T05:00:00.000Z"
7763,6390,"Source 3","2019-02-21T05:00:00.000Z"
7764,308,"Source 3","2019-09-15T05:00:00.000Z"
7765,3300,"Source 3","2020-03-04T05:00:00.000Z"
7766,8679,"Source 1","2020-11-30T05:00:00.000Z"
7767,10587,"Source 2","2018-08-30T05:00:00.000Z"
7768,10011,"Source 1","2018-11-01T05:00:00.000Z"
7769,4989,"Source 4","2019-02-13T05:00:00.000Z"
7770,11719,"Source 3","2019-11-19T05:00:00.000Z"
7771,5355,"Source 4","2020-09-07T05:00:00.000Z"
7772,11225,"Source 4","2020-06-13T05:00:00.000Z"
7773,11217,"Source 4","2019-01-26T05:00:00.000Z"
7774,2232,"Source 1","2020-12-08T05:00:00.000Z"
7775,6686,"Source 5","2020-12-16T05:00:00.000Z"
7776,8513,"Source 3","2019-11-20T05:00:00.000Z"
7777,3163,"Source 2","2020-03-23T05:00:00.000Z"
7778,47,"Source 5","2019-11-28T05:00:00.000Z"
7779,6922,"Source 2","2020-11-13T05:00:00.000Z"
7780,529,"Source 1","2018-03-29T05:00:00.000Z"
7781,7411,"Source 3","2019-02-19T05:00:00.000Z"
7782,1965,"Source 3","2020-02-09T05:00:00.000Z"
7783,9253,"Source 4","2020-07-18T05:00:00.000Z"
7784,11297,"Source 2","2020-12-12T05:00:00.000Z"
7785,11731,"Source 4","2018-05-22T05:00:00.000Z"
7786,1171,"Source 4","2019-08-03T05:00:00.000Z"
7787,4839,"Source 5","2019-04-19T05:00:00.000Z"
7788,2637,"Source 2","2018-05-30T05:00:00.000Z"
7789,11289,"Source 1","2020-12-30T05:00:00.000Z"
7790,3908,"Source 3","2020-02-26T05:00:00.000Z"
7791,11623,"Source 5","2020-02-19T05:00:00.000Z"
7792,6783,"Source 1","2019-09-18T05:00:00.000Z"
7793,1962,"Source 3","2019-04-07T05:00:00.000Z"
7794,4046,"Source 4","2018-05-27T05:00:00.000Z"
7795,8303,"Source 3","2020-10-21T05:00:00.000Z"
7796,3874,"Source 4","2019-06-12T05:00:00.000Z"
7797,8972,"Source 1","2018-03-07T05:00:00.000Z"
7798,11998,"Source 4","2020-08-23T05:00:00.000Z"
7799,8172,"Source 5","2019-05-17T05:00:00.000Z"
7800,4900,"Source 3","2018-05-25T05:00:00.000Z"
7801,6825,"Source 1","2020-01-26T05:00:00.000Z"
7802,5166,"Source 1","2019-10-11T05:00:00.000Z"
7803,1016,"Source 2","2020-05-17T05:00:00.000Z"
7804,126,"Source 4","2019-01-25T05:00:00.000Z"
7805,25,"Source 4","2019-03-02T05:00:00.000Z"
7806,4861,"Source 3","2020-09-17T05:00:00.000Z"
7807,1245,"Source 5","2018-10-11T05:00:00.000Z"
7808,9328,"Source 2","2019-04-03T05:00:00.000Z"
7809,8948,"Source 2","2018-05-21T05:00:00.000Z"
7810,10655,"Source 1","2020-12-06T05:00:00.000Z"
7811,5286,"Source 4","2018-07-03T05:00:00.000Z"
7812,11167,"Source 3","2018-03-24T05:00:00.000Z"
7813,3509,"Source 1","2020-11-25T05:00:00.000Z"
7814,4294,"Source 1","2018-06-21T05:00:00.000Z"
7815,9156,"Source 3","2018-10-29T05:00:00.000Z"
7816,6923,"Source 3","2020-12-19T05:00:00.000Z"
7817,1945,"Source 1","2019-02-11T05:00:00.000Z"
7818,4229,"Source 2","2018-07-19T05:00:00.000Z"
7819,7109,"Source 1","2019-01-10T05:00:00.000Z"
7820,2402,"Source 5","2020-04-15T05:00:00.000Z"
7821,5163,"Source 5","2019-10-11T05:00:00.000Z"
7822,10329,"Source 4","2019-10-22T05:00:00.000Z"
7823,4011,"Source 1","2019-08-14T05:00:00.000Z"
7824,7134,"Source 5","2020-10-15T05:00:00.000Z"
7825,8390,"Source 1","2020-02-14T05:00:00.000Z"
7826,4383,"Source 5","2018-08-24T05:00:00.000Z"
7827,9043,"Source 4","2019-03-27T05:00:00.000Z"
7828,7880,"Source 3","2019-01-13T05:00:00.000Z"
7829,7840,"Source 4","2018-02-20T05:00:00.000Z"
7830,282,"Source 3","2020-06-01T05:00:00.000Z"
7831,820,"Source 2","2018-10-23T05:00:00.000Z"
7832,10684,"Source 5","2020-04-25T05:00:00.000Z"
7833,3489,"Source 5","2018-03-27T05:00:00.000Z"
7834,7537,"Source 1","2018-11-25T05:00:00.000Z"
7835,9565,"Source 1","2019-07-21T05:00:00.000Z"
7836,11058,"Source 2","2018-09-18T05:00:00.000Z"
7837,10670,"Source 1","2019-07-14T05:00:00.000Z"
7838,3683,"Source 5","2019-07-12T05:00:00.000Z"
7839,1965,"Source 3","2020-08-16T05:00:00.000Z"
7840,10764,"Source 4","2020-07-15T05:00:00.000Z"
7841,11244,"Source 4","2018-04-04T05:00:00.000Z"
7842,4163,"Source 4","2018-10-26T05:00:00.000Z"
7843,5123,"Source 2","2020-09-03T05:00:00.000Z"
7844,7473,"Source 3","2018-11-19T05:00:00.000Z"
7845,5156,"Source 3","2018-04-04T05:00:00.000Z"
7846,6776,"Source 3","2020-11-17T05:00:00.000Z"
7847,68,"Source 2","2018-07-04T05:00:00.000Z"
7848,7722,"Source 3","2018-07-24T05:00:00.000Z"
7849,3492,"Source 3","2018-10-20T05:00:00.000Z"
7850,10790,"Source 3","2019-10-14T05:00:00.000Z"
7851,2281,"Source 3","2018-06-22T05:00:00.000Z"
7852,7396,"Source 1","2020-03-09T05:00:00.000Z"
