ProjectKey,Name,CustomerKey,Description,Status,StartDate,EndDate
17894,Project name 17894,98,Condiments,Cancelled,2018-01-29T05:00:00.000Z,2018-01-31T05:00:00.000Z
17895,Project name 17895,3746,Medicines,Closed,2019-06-21T05:00:00.000Z,2019-10-23T05:00:00.000Z
17896,Project name 17896,1006,Vegetables,Cancelled,2020-10-01T05:00:00.000Z,2021-02-21T05:00:00.000Z
17897,Project name 17897,442,Personal hygiene,Active,2020-04-09T05:00:00.000Z,2020-05-03T05:00:00.000Z
17898,Project name 17898,1119,Mustard,Cancelled,2020-06-20T05:00:00.000Z,2020-10-16T05:00:00.000Z
17899,Project name 17899,4372,Cheese,Cancelled,2018-08-28T05:00:00.000Z,2019-02-11T05:00:00.000Z
17900,Project name 17900,2133,Bakery products,Closed,2020-03-08T05:00:00.000Z,2020-04-30T05:00:00.000Z
17901,Project name 17901,4022,Eggs,Cancelled,2019-11-08T05:00:00.000Z,2020-02-25T05:00:00.000Z
17902,Project name 17902,3537,Pet foods,Cancelled,2018-10-25T05:00:00.000Z,2019-02-14T05:00:00.000Z
17903,Project name 17903,2624,Decorations,Active,2020-06-12T05:00:00.000Z,2020-09-22T05:00:00.000Z
17904,Project name 17904,3665,Cheese,Cancelled,2020-12-25T05:00:00.000Z,2021-06-24T05:00:00.000Z
17905,Project name 17905,2346,Meat,Closed,2018-07-02T05:00:00.000Z,2019-01-23T05:00:00.000Z
17906,Project name 17906,3235,Pet foods,Presales,2020-07-29T05:00:00.000Z,2021-02-26T05:00:00.000Z
17907,Project name 17907,3760,Medicines,Active,2019-11-05T05:00:00.000Z,2019-12-22T05:00:00.000Z
17908,Project name 17908,3387,Grooming products,Active,2020-05-26T05:00:00.000Z,2020-07-17T05:00:00.000Z
17909,Project name 17909,2236,Coffee,Closed,2019-04-09T05:00:00.000Z,2019-08-17T05:00:00.000Z
17910,Project name 17910,4648,House-cleaning products,Active,2020-10-17T05:00:00.000Z,2021-03-30T05:00:00.000Z
17911,Project name 17911,1695,Flour,Presales,2020-08-20T05:00:00.000Z,2020-12-22T05:00:00.000Z
17912,Project name 17912,4641,Condiments,Cancelled,2020-12-05T05:00:00.000Z,2021-05-19T05:00:00.000Z
17913,Project name 17913,1741,Cereals,Active,2020-07-28T05:00:00.000Z,2020-08-21T05:00:00.000Z
17914,Project name 17914,1768,Condiments,Cancelled,2018-01-05T05:00:00.000Z,2018-06-07T05:00:00.000Z
17915,Project name 17915,4813,Tomato sauce,Closed,2019-11-22T05:00:00.000Z,2020-01-14T05:00:00.000Z
17916,Project name 17916,2865,Tea,Cancelled,2019-08-05T05:00:00.000Z,2020-02-07T05:00:00.000Z
17917,Project name 17917,293,Chicken,Active,2020-10-04T05:00:00.000Z,2020-12-10T05:00:00.000Z
17918,Project name 17918,450,Dishware,Presales,2020-12-13T05:00:00.000Z,2021-01-28T05:00:00.000Z
17919,Project name 17919,349,Coffee,Active,2019-12-26T05:00:00.000Z,2020-01-11T05:00:00.000Z
17920,Project name 17920,885,Medicines,Cancelled,2020-12-31T05:00:00.000Z,2021-05-30T05:00:00.000Z
17921,Project name 17921,1146,Housewares,Active,2020-02-13T05:00:00.000Z,2020-08-13T05:00:00.000Z
17922,Project name 17922,2075,Cheese,Closed,2019-12-19T05:00:00.000Z,2020-04-25T05:00:00.000Z
17923,Project name 17923,4679,Dry Goods,Cancelled,2020-09-20T05:00:00.000Z,2021-01-30T05:00:00.000Z
17924,Project name 17924,1680,Paper Goods,Cancelled,2019-04-13T05:00:00.000Z,2019-05-05T05:00:00.000Z
17925,Project name 17925,1415,Mustard,Closed,2018-04-10T05:00:00.000Z,2018-04-26T05:00:00.000Z
17926,Project name 17926,2425,Hygiene products,Closed,2019-11-27T05:00:00.000Z,2020-05-01T05:00:00.000Z
17927,Project name 17927,1765,Coffee,Closed,2019-03-24T05:00:00.000Z,2019-07-04T05:00:00.000Z
17928,Project name 17928,3925,Poultry,Closed,2019-07-09T05:00:00.000Z,2019-09-24T05:00:00.000Z
17929,Project name 17929,3341,Dishware,Active,2020-02-28T05:00:00.000Z,2020-07-11T05:00:00.000Z
17930,Project name 17930,3600,Tea,Cancelled,2020-03-22T05:00:00.000Z,2020-05-24T05:00:00.000Z
17931,Project name 17931,4178,Tomato sauce,Active,2020-02-04T05:00:00.000Z,2020-03-24T05:00:00.000Z
17932,Project name 17932,1087,Alcoholic beverages,Presales,2020-08-15T05:00:00.000Z,2020-10-15T05:00:00.000Z
17933,Project name 17933,4862,Cheese,Active,2020-03-10T05:00:00.000Z,2020-07-08T05:00:00.000Z
17934,Project name 17934,665,Cereals,Presales,2020-06-27T05:00:00.000Z,2020-07-14T05:00:00.000Z
17935,Project name 17935,2794,Dry Goods,Presales,2020-11-01T05:00:00.000Z,2020-12-17T05:00:00.000Z
17936,Project name 17936,770,Eggs,Cancelled,2019-03-22T05:00:00.000Z,2019-10-25T05:00:00.000Z
17937,Project name 17937,2689,Salmon,Presales,2020-09-23T05:00:00.000Z,2020-12-20T05:00:00.000Z
17938,Project name 17938,4305,Salmon,Closed,2019-07-31T05:00:00.000Z,2019-08-05T05:00:00.000Z
17939,Project name 17939,723,Paper Goods,Cancelled,2018-01-15T05:00:00.000Z,2018-02-20T05:00:00.000Z
17940,Project name 17940,3606,Condiments,Presales,2020-10-20T05:00:00.000Z,2020-11-09T05:00:00.000Z
17941,Project name 17941,3552,Brown rice,Closed,2019-09-21T05:00:00.000Z,2019-09-22T05:00:00.000Z
17942,Project name 17942,4992,Sauces,Closed,2018-03-12T05:00:00.000Z,2018-07-12T05:00:00.000Z
17943,Project name 17943,4320,White rice,Cancelled,2020-12-09T05:00:00.000Z,2021-05-19T05:00:00.000Z
17944,Project name 17944,1104,Personal hygiene,Presales,2020-09-30T05:00:00.000Z,2021-04-14T05:00:00.000Z
17945,Project name 17945,4738,Eggs,Cancelled,2020-07-24T05:00:00.000Z,2020-12-23T05:00:00.000Z
17946,Project name 17946,1288,Salmon,Closed,2019-06-14T05:00:00.000Z,2019-10-17T05:00:00.000Z
17947,Project name 17947,767,Poultry,Cancelled,2018-01-23T05:00:00.000Z,2018-07-22T05:00:00.000Z
17948,Project name 17948,3545,Personal hygiene,Closed,2018-03-07T05:00:00.000Z,2018-04-18T05:00:00.000Z
17949,Project name 17949,414,Brown rice,Presales,2020-06-29T05:00:00.000Z,2020-09-28T05:00:00.000Z
17950,Project name 17950,2265,Ground turkey,Active,2019-11-17T05:00:00.000Z,2020-02-05T05:00:00.000Z
17951,Project name 17951,4589,White rice,Closed,2019-04-15T05:00:00.000Z,2019-10-05T05:00:00.000Z
17952,Project name 17952,3354,Personal Care,Active,2019-12-05T05:00:00.000Z,2020-03-03T05:00:00.000Z
17953,Project name 17953,4451,Eggs,Presales,2020-11-21T05:00:00.000Z,2021-01-11T05:00:00.000Z
17954,Project name 17954,1228,Bread,Closed,2018-11-27T05:00:00.000Z,2019-06-11T05:00:00.000Z
17955,Project name 17955,445,Nonalcoholic beverages,Closed,2019-11-30T05:00:00.000Z,2020-05-20T05:00:00.000Z
17956,Project name 17956,1227,Dishware,Active,2020-07-21T05:00:00.000Z,2020-09-21T05:00:00.000Z
17957,Project name 17957,84,Toys,Presales,2020-09-05T05:00:00.000Z,2020-11-21T05:00:00.000Z
17958,Project name 17958,4753,Canned Goods,Active,2020-03-28T05:00:00.000Z,2020-10-23T05:00:00.000Z
17959,Project name 17959,2330,Housewares,Cancelled,2020-03-07T05:00:00.000Z,2020-08-29T05:00:00.000Z
17960,Project name 17960,3970,Decorations,Presales,2020-12-02T05:00:00.000Z,2021-03-16T05:00:00.000Z
17961,Project name 17961,4731,Hygiene products,Active,2020-11-06T05:00:00.000Z,2021-04-29T05:00:00.000Z
17962,Project name 17962,2082,Snack foods,Presales,2020-08-06T05:00:00.000Z,2021-02-11T05:00:00.000Z
17963,Project name 17963,1741,Diet foods,Cancelled,2018-12-24T05:00:00.000Z,2019-07-30T05:00:00.000Z
17964,Project name 17964,4410,Cheese,Cancelled,2019-07-17T05:00:00.000Z,2019-07-31T05:00:00.000Z
17965,Project name 17965,2966,Salmon,Closed,2018-06-22T05:00:00.000Z,2019-01-23T05:00:00.000Z
17966,Project name 17966,4740,Medicines,Presales,2020-08-30T05:00:00.000Z,2021-01-05T05:00:00.000Z
17967,Project name 17967,61,Snack foods,Closed,2018-11-15T05:00:00.000Z,2019-03-03T05:00:00.000Z
17968,Project name 17968,4990,Canned Goods,Presales,2020-09-06T05:00:00.000Z,2020-09-17T05:00:00.000Z
17969,Project name 17969,1511,Pet foods,Active,2020-11-10T05:00:00.000Z,2021-04-18T05:00:00.000Z
17970,Project name 17970,1782,Detergents,Presales,2020-09-12T05:00:00.000Z,2021-03-16T05:00:00.000Z
17971,Project name 17971,4782,Decorations,Cancelled,2020-10-05T05:00:00.000Z,2020-11-09T05:00:00.000Z
17972,Project name 17972,1753,Dishware,Closed,2018-12-10T05:00:00.000Z,2018-12-25T05:00:00.000Z
17973,Project name 17973,2271,Bottled waters,Presales,2020-09-18T05:00:00.000Z,2020-12-20T05:00:00.000Z
17974,Project name 17974,2918,Poultry,Closed,2019-09-28T05:00:00.000Z,2020-03-08T05:00:00.000Z
17975,Project name 17975,3803,Bread,Cancelled,2018-06-15T05:00:00.000Z,2018-11-04T05:00:00.000Z
17976,Project name 17976,2969,Toys,Cancelled,2020-02-22T05:00:00.000Z,2020-06-15T05:00:00.000Z
17977,Project name 17977,2844,Bread,Active,2019-11-10T05:00:00.000Z,2020-05-11T05:00:00.000Z
17978,Project name 17978,2115,Frozen foods,Presales,2020-08-21T05:00:00.000Z,2020-10-16T05:00:00.000Z
17979,Project name 17979,2012,Dishware,Presales,2020-06-12T05:00:00.000Z,2020-09-30T05:00:00.000Z
17980,Project name 17980,2165,Housewares,Active,2020-09-01T05:00:00.000Z,2020-11-26T05:00:00.000Z
17981,Project name 17981,3579,Salmon,Presales,2020-12-25T05:00:00.000Z,2021-07-19T05:00:00.000Z
17982,Project name 17982,4393,Bakery products,Active,2020-01-23T05:00:00.000Z,2020-08-20T05:00:00.000Z
17983,Project name 17983,2057,Cheese,Active,2020-11-29T05:00:00.000Z,2021-06-05T05:00:00.000Z
17984,Project name 17984,3562,Sauces,Closed,2019-04-07T05:00:00.000Z,2019-10-01T05:00:00.000Z
17985,Project name 17985,543,Canned Goods,Presales,2020-08-14T05:00:00.000Z,2020-10-13T05:00:00.000Z
17986,Project name 17986,883,Dairy,Active,2020-02-14T05:00:00.000Z,2020-08-17T05:00:00.000Z
17987,Project name 17987,3363,Fish,Cancelled,2020-05-24T05:00:00.000Z,2020-06-20T05:00:00.000Z
17988,Project name 17988,4741,White rice,Active,2020-03-07T05:00:00.000Z,2020-09-20T05:00:00.000Z
17989,Project name 17989,250,Mustard,Active,2020-03-19T05:00:00.000Z,2020-03-31T05:00:00.000Z
17990,Project name 17990,3254,Chicken,Active,2020-01-23T05:00:00.000Z,2020-02-27T05:00:00.000Z
17991,Project name 17991,3989,Cereals,Presales,2020-09-07T05:00:00.000Z,2021-04-04T05:00:00.000Z
17992,Project name 17992,307,Dishware,Presales,2020-07-21T05:00:00.000Z,2020-12-20T05:00:00.000Z
17993,Project name 17993,1062,Condiments,Active,2020-06-17T05:00:00.000Z,2020-06-18T05:00:00.000Z
17994,Project name 17994,3713,Frozen foods,Cancelled,2020-03-27T05:00:00.000Z,2020-08-15T05:00:00.000Z
17995,Project name 17995,3286,Detergents,Closed,2019-10-11T05:00:00.000Z,2020-01-02T05:00:00.000Z
17996,Project name 17996,1932,Dishware,Presales,2020-12-17T05:00:00.000Z,2021-06-25T05:00:00.000Z
17997,Project name 17997,3900,House-cleaning products,Closed,2019-06-02T05:00:00.000Z,2019-07-12T05:00:00.000Z
17998,Project name 17998,1791,Personal hygiene,Closed,2019-09-09T05:00:00.000Z,2019-09-14T05:00:00.000Z
17999,Project name 17999,1797,House-cleaning products,Presales,2020-10-18T05:00:00.000Z,2020-10-26T05:00:00.000Z
18000,Project name 18000,1972,Detergents,Cancelled,2018-04-11T05:00:00.000Z,2018-10-22T05:00:00.000Z
18001,Project name 18001,3074,Cosmetics,Closed,2019-02-23T05:00:00.000Z,2019-03-03T05:00:00.000Z
18002,Project name 18002,1066,Poultry,Active,2020-05-16T05:00:00.000Z,2020-11-11T05:00:00.000Z
18003,Project name 18003,2115,Sweets,Cancelled,2019-12-28T05:00:00.000Z,2020-03-11T05:00:00.000Z
18004,Project name 18004,3508,Baby food,Active,2020-02-18T05:00:00.000Z,2020-06-20T05:00:00.000Z
18005,Project name 18005,1559,Fish,Presales,2020-08-21T05:00:00.000Z,2020-11-08T05:00:00.000Z
18006,Project name 18006,4687,Decorations,Cancelled,2019-02-10T05:00:00.000Z,2019-03-23T05:00:00.000Z
18007,Project name 18007,2615,White rice,Presales,2020-12-28T05:00:00.000Z,2021-04-25T05:00:00.000Z
18008,Project name 18008,2676,White rice,Active,2020-03-06T05:00:00.000Z,2020-08-18T05:00:00.000Z
18009,Project name 18009,625,Frozen foods,Presales,2020-10-13T05:00:00.000Z,2020-12-14T05:00:00.000Z
18010,Project name 18010,1182,Housewares,Active,2020-10-07T05:00:00.000Z,2020-12-26T05:00:00.000Z
18011,Project name 18011,835,Candies,Presales,2020-08-24T05:00:00.000Z,2020-12-10T05:00:00.000Z
18012,Project name 18012,1582,Eggs,Active,2020-09-19T05:00:00.000Z,2021-01-06T05:00:00.000Z
18013,Project name 18013,3901,Bakery products,Active,2020-02-23T05:00:00.000Z,2020-06-12T05:00:00.000Z
18014,Project name 18014,1254,Canned Goods,Active,2020-01-17T05:00:00.000Z,2020-03-05T05:00:00.000Z
18015,Project name 18015,3651,Eggs,Active,2020-06-07T05:00:00.000Z,2020-09-15T05:00:00.000Z
18016,Project name 18016,2277,Frozen foods,Cancelled,2018-06-05T05:00:00.000Z,2018-11-12T05:00:00.000Z
18017,Project name 18017,4675,Poultry,Active,2020-03-27T05:00:00.000Z,2020-04-15T05:00:00.000Z
18018,Project name 18018,1713,Baby food,Cancelled,2020-03-01T05:00:00.000Z,2020-03-03T05:00:00.000Z
18019,Project name 18019,13,Cheese,Presales,2020-06-17T05:00:00.000Z,2020-10-02T05:00:00.000Z
18020,Project name 18020,1967,Nonalcoholic beverages,Active,2020-04-11T05:00:00.000Z,2020-08-08T05:00:00.000Z
18021,Project name 18021,3868,Condiments,Active,2020-11-07T05:00:00.000Z,2021-02-13T05:00:00.000Z
18022,Project name 18022,2000,Chicken,Closed,2020-03-01T05:00:00.000Z,2020-06-22T05:00:00.000Z
18023,Project name 18023,4440,Personal Care,Cancelled,2019-12-23T05:00:00.000Z,2020-03-30T05:00:00.000Z
18024,Project name 18024,914,Diet foods,Cancelled,2020-05-18T05:00:00.000Z,2020-12-11T05:00:00.000Z
18025,Project name 18025,135,Poultry,Presales,2020-12-06T05:00:00.000Z,2020-12-31T05:00:00.000Z
18026,Project name 18026,1260,Eggs,Cancelled,2019-09-06T05:00:00.000Z,2019-12-19T05:00:00.000Z
18027,Project name 18027,2791,Decorations,Cancelled,2018-05-06T05:00:00.000Z,2018-05-27T05:00:00.000Z
18028,Project name 18028,3932,Cheese,Cancelled,2019-05-20T05:00:00.000Z,2019-07-14T05:00:00.000Z
18029,Project name 18029,172,Frozen foods,Cancelled,2019-07-20T05:00:00.000Z,2019-07-29T05:00:00.000Z
18030,Project name 18030,583,Fish,Closed,2018-04-25T05:00:00.000Z,2018-10-08T05:00:00.000Z
18031,Project name 18031,1306,Pasta,Presales,2020-07-21T05:00:00.000Z,2020-10-23T05:00:00.000Z
18032,Project name 18032,4634,Dishware,Presales,2020-10-26T05:00:00.000Z,2021-02-17T05:00:00.000Z
18033,Project name 18033,1701,Poultry,Presales,2020-10-17T05:00:00.000Z,2020-11-24T05:00:00.000Z
18034,Project name 18034,3095,Dry Goods,Closed,2018-04-14T05:00:00.000Z,2018-08-10T05:00:00.000Z
18035,Project name 18035,989,Olive oil,Cancelled,2018-03-11T05:00:00.000Z,2018-05-11T05:00:00.000Z
18036,Project name 18036,3065,Personal hygiene,Closed,2020-03-06T05:00:00.000Z,2020-05-18T05:00:00.000Z
18037,Project name 18037,4346,Baby-care,Cancelled,2018-01-19T05:00:00.000Z,2018-02-15T05:00:00.000Z
18038,Project name 18038,805,Flour,Active,2020-09-21T05:00:00.000Z,2020-11-08T05:00:00.000Z
18039,Project name 18039,1386,Detergents,Presales,2020-09-04T05:00:00.000Z,2020-12-04T05:00:00.000Z
18040,Project name 18040,1851,Fruits,Cancelled,2019-03-23T05:00:00.000Z,2019-05-11T05:00:00.000Z
18041,Project name 18041,258,Salmon,Cancelled,2020-09-08T05:00:00.000Z,2020-11-27T05:00:00.000Z
18042,Project name 18042,4211,Eggs,Closed,2018-06-03T05:00:00.000Z,2019-01-03T05:00:00.000Z
18043,Project name 18043,3808,White rice,Closed,2018-07-17T05:00:00.000Z,2018-12-01T05:00:00.000Z
18044,Project name 18044,2848,Dishware,Presales,2020-11-09T05:00:00.000Z,2021-01-18T05:00:00.000Z
18045,Project name 18045,1633,Poultry,Closed,2018-09-23T05:00:00.000Z,2018-12-14T05:00:00.000Z
18046,Project name 18046,2513,Cheese,Presales,2020-08-07T05:00:00.000Z,2020-10-06T05:00:00.000Z
18047,Project name 18047,1959,House-cleaning products,Cancelled,2019-04-25T05:00:00.000Z,2019-05-26T05:00:00.000Z
18048,Project name 18048,1953,Condiments,Presales,2020-06-03T05:00:00.000Z,2020-12-17T05:00:00.000Z
18049,Project name 18049,4347,Baby-care,Cancelled,2018-07-13T05:00:00.000Z,2018-12-09T05:00:00.000Z
18050,Project name 18050,2725,Detergents,Closed,2019-12-28T05:00:00.000Z,2020-07-31T05:00:00.000Z
18051,Project name 18051,4515,Dry Goods,Closed,2018-03-24T05:00:00.000Z,2018-06-08T05:00:00.000Z
18052,Project name 18052,4928,Decorations,Cancelled,2019-04-21T05:00:00.000Z,2019-10-29T05:00:00.000Z
18053,Project name 18053,1931,Cosmetics,Active,2020-02-01T05:00:00.000Z,2020-09-02T05:00:00.000Z
18054,Project name 18054,2175,Snack foods,Presales,2020-09-27T05:00:00.000Z,2020-11-01T05:00:00.000Z
18055,Project name 18055,1299,Tomato sauce,Closed,2018-08-31T05:00:00.000Z,2018-11-26T05:00:00.000Z
18056,Project name 18056,3280,Diet foods,Active,2020-11-13T05:00:00.000Z,2021-01-25T05:00:00.000Z
18057,Project name 18057,900,Meat,Cancelled,2018-06-11T05:00:00.000Z,2018-11-15T05:00:00.000Z
18058,Project name 18058,3586,Olive oil,Closed,2020-03-12T05:00:00.000Z,2020-06-27T05:00:00.000Z
18059,Project name 18059,668,Cereals,Active,2020-09-06T05:00:00.000Z,2020-12-24T05:00:00.000Z
18060,Project name 18060,2407,Medicines,Cancelled,2020-04-22T05:00:00.000Z,2020-11-11T05:00:00.000Z
18061,Project name 18061,4388,Canned Goods,Closed,2019-03-24T05:00:00.000Z,2019-06-29T05:00:00.000Z
18062,Project name 18062,2749,Personal hygiene,Presales,2020-08-17T05:00:00.000Z,2020-08-31T05:00:00.000Z
18063,Project name 18063,3618,Tea,Cancelled,2020-03-18T05:00:00.000Z,2020-07-14T05:00:00.000Z
18064,Project name 18064,2773,Housewares,Active,2020-05-24T05:00:00.000Z,2020-06-26T05:00:00.000Z
18065,Project name 18065,4502,Fruits,Presales,2020-10-04T05:00:00.000Z,2021-05-08T05:00:00.000Z
18066,Project name 18066,1573,Dry Goods,Cancelled,2020-02-03T05:00:00.000Z,2020-03-09T05:00:00.000Z
18067,Project name 18067,4235,White rice,Active,2020-08-30T05:00:00.000Z,2020-10-03T05:00:00.000Z
18068,Project name 18068,166,Fruits,Presales,2020-09-18T05:00:00.000Z,2020-12-21T05:00:00.000Z
18069,Project name 18069,1097,Cheese,Cancelled,2019-09-03T05:00:00.000Z,2020-01-09T05:00:00.000Z
18070,Project name 18070,2861,Snack foods,Presales,2020-12-01T05:00:00.000Z,2021-06-27T05:00:00.000Z
18071,Project name 18071,4235,Eggs,Active,2019-11-10T05:00:00.000Z,2020-04-08T05:00:00.000Z
18072,Project name 18072,600,Seafood,Presales,2020-12-26T05:00:00.000Z,2021-04-11T05:00:00.000Z
18073,Project name 18073,21,Canned Goods,Closed,2018-12-24T05:00:00.000Z,2019-06-03T05:00:00.000Z
18074,Project name 18074,3559,Pet foods,Active,2020-06-09T05:00:00.000Z,2020-12-01T05:00:00.000Z
18075,Project name 18075,3907,Pet foods,Cancelled,2018-05-25T05:00:00.000Z,2018-12-25T05:00:00.000Z
18076,Project name 18076,2701,Seafood,Presales,2020-12-10T05:00:00.000Z,2021-05-10T05:00:00.000Z
18077,Project name 18077,3540,Bottled waters,Closed,2018-03-28T05:00:00.000Z,2018-05-31T05:00:00.000Z
18078,Project name 18078,796,Sauces,Presales,2020-10-22T05:00:00.000Z,2021-02-11T05:00:00.000Z
18079,Project name 18079,4861,Pet foods,Active,2020-08-25T05:00:00.000Z,2020-10-18T05:00:00.000Z
18080,Project name 18080,3709,Brown rice,Closed,2018-08-19T05:00:00.000Z,2019-03-08T05:00:00.000Z
18081,Project name 18081,3336,Tomato sauce,Cancelled,2019-10-29T05:00:00.000Z,2020-04-10T05:00:00.000Z
18082,Project name 18082,3123,Nonalcoholic beverages,Closed,2019-07-03T05:00:00.000Z,2019-09-19T05:00:00.000Z
18083,Project name 18083,906,Grooming products,Cancelled,2019-08-05T05:00:00.000Z,2020-02-15T05:00:00.000Z
18084,Project name 18084,399,Sweets,Closed,2019-09-14T05:00:00.000Z,2019-12-08T05:00:00.000Z
18085,Project name 18085,3703,Cereals,Active,2020-05-06T05:00:00.000Z,2020-08-11T05:00:00.000Z
18086,Project name 18086,306,Candies,Presales,2020-12-27T05:00:00.000Z,2021-04-28T05:00:00.000Z
18087,Project name 18087,613,Snack foods,Active,2020-03-21T05:00:00.000Z,2020-10-19T05:00:00.000Z
18088,Project name 18088,2683,Olive oil,Cancelled,2020-02-20T05:00:00.000Z,2020-06-12T05:00:00.000Z
18089,Project name 18089,3030,Chicken,Closed,2018-03-06T05:00:00.000Z,2018-10-09T05:00:00.000Z
18090,Project name 18090,3919,Alcoholic beverages,Active,2020-10-10T05:00:00.000Z,2021-03-21T05:00:00.000Z
18091,Project name 18091,1278,Cereals,Presales,2020-06-08T05:00:00.000Z,2020-07-06T05:00:00.000Z
18092,Project name 18092,2659,Alcoholic beverages,Cancelled,2020-04-25T05:00:00.000Z,2020-11-20T05:00:00.000Z
18093,Project name 18093,2865,Hygiene products,Active,2020-10-10T05:00:00.000Z,2021-01-30T05:00:00.000Z
18094,Project name 18094,4942,White rice,Presales,2020-08-22T05:00:00.000Z,2021-02-26T05:00:00.000Z
18095,Project name 18095,4507,Fish,Active,2020-10-12T05:00:00.000Z,2021-03-30T05:00:00.000Z
18096,Project name 18096,1219,Poultry,Presales,2020-09-20T05:00:00.000Z,2021-02-07T05:00:00.000Z
18097,Project name 18097,2965,Mustard,Presales,2020-12-10T05:00:00.000Z,2021-04-05T05:00:00.000Z
18098,Project name 18098,4437,Flowers,Presales,2020-07-12T05:00:00.000Z,2021-01-02T05:00:00.000Z
18099,Project name 18099,4757,Tea,Active,2020-12-08T05:00:00.000Z,2021-03-03T05:00:00.000Z
18100,Project name 18100,2204,Personal Care,Active,2020-10-13T05:00:00.000Z,2021-05-07T05:00:00.000Z
18101,Project name 18101,397,Candies,Active,2020-02-25T05:00:00.000Z,2020-07-27T05:00:00.000Z
18102,Project name 18102,2081,Seafood,Active,2020-09-27T05:00:00.000Z,2020-10-27T05:00:00.000Z
18103,Project name 18103,4387,Snack foods,Cancelled,2019-06-22T05:00:00.000Z,2019-06-27T05:00:00.000Z
18104,Project name 18104,3982,Sweets,Cancelled,2020-04-04T05:00:00.000Z,2020-08-22T05:00:00.000Z
18105,Project name 18105,1706,Snack foods,Active,2020-08-23T05:00:00.000Z,2020-10-08T05:00:00.000Z
18106,Project name 18106,166,Baby-care,Cancelled,2020-05-18T05:00:00.000Z,2020-08-13T05:00:00.000Z
18107,Project name 18107,171,Paper Goods,Cancelled,2019-07-28T05:00:00.000Z,2019-09-12T05:00:00.000Z
18108,Project name 18108,321,Cereals,Cancelled,2020-06-22T05:00:00.000Z,2020-08-07T05:00:00.000Z
18109,Project name 18109,2257,Sauces,Cancelled,2018-01-20T05:00:00.000Z,2018-05-16T05:00:00.000Z
18110,Project name 18110,2924,Personal Care,Closed,2018-05-09T05:00:00.000Z,2018-07-25T05:00:00.000Z
18111,Project name 18111,4918,Chicken,Active,2020-06-20T05:00:00.000Z,2020-09-28T05:00:00.000Z
18112,Project name 18112,304,Cheese,Closed,2018-09-21T05:00:00.000Z,2019-02-22T05:00:00.000Z
18113,Project name 18113,252,Bread,Presales,2020-08-31T05:00:00.000Z,2020-09-13T05:00:00.000Z
18114,Project name 18114,3563,Housewares,Closed,2019-08-17T05:00:00.000Z,2020-02-11T05:00:00.000Z
18115,Project name 18115,99,Decorations,Closed,2018-09-23T05:00:00.000Z,2019-01-14T05:00:00.000Z
18116,Project name 18116,1113,Tea,Presales,2020-11-09T05:00:00.000Z,2021-06-05T05:00:00.000Z
18117,Project name 18117,1454,Meat,Presales,2020-08-29T05:00:00.000Z,2021-01-01T05:00:00.000Z
18118,Project name 18118,2663,Personal hygiene,Cancelled,2020-05-02T05:00:00.000Z,2020-08-24T05:00:00.000Z
18119,Project name 18119,1532,Decorations,Active,2020-09-08T05:00:00.000Z,2021-04-02T05:00:00.000Z
18120,Project name 18120,3410,Diet foods,Cancelled,2019-03-13T05:00:00.000Z,2019-05-16T05:00:00.000Z
18121,Project name 18121,2230,Fruits,Closed,2018-11-09T05:00:00.000Z,2019-05-01T05:00:00.000Z
18122,Project name 18122,489,Personal Care,Active,2020-07-30T05:00:00.000Z,2020-09-16T05:00:00.000Z
18123,Project name 18123,2427,Sauces,Presales,2020-10-23T05:00:00.000Z,2020-10-24T05:00:00.000Z
18124,Project name 18124,4880,Meat,Active,2020-07-24T05:00:00.000Z,2020-07-27T05:00:00.000Z
18125,Project name 18125,457,Coffee,Closed,2020-02-25T05:00:00.000Z,2020-03-10T05:00:00.000Z
18126,Project name 18126,3593,Decorations,Presales,2020-06-21T05:00:00.000Z,2020-10-13T05:00:00.000Z
18127,Project name 18127,2683,Snack foods,Closed,2019-07-15T05:00:00.000Z,2019-09-17T05:00:00.000Z
18128,Project name 18128,2077,Snack foods,Active,2020-09-05T05:00:00.000Z,2021-02-01T05:00:00.000Z
18129,Project name 18129,2954,Detergents,Cancelled,2019-11-21T05:00:00.000Z,2020-02-24T05:00:00.000Z
18130,Project name 18130,1293,Fruits,Presales,2020-07-31T05:00:00.000Z,2020-11-10T05:00:00.000Z
18131,Project name 18131,1408,Tomato sauce,Cancelled,2020-11-11T05:00:00.000Z,2021-03-05T05:00:00.000Z
18132,Project name 18132,689,Flowers,Presales,2020-10-17T05:00:00.000Z,2021-02-15T05:00:00.000Z
18133,Project name 18133,3282,Brown rice,Active,2020-05-23T05:00:00.000Z,2020-11-23T05:00:00.000Z
18134,Project name 18134,2751,Bakery products,Cancelled,2018-02-22T05:00:00.000Z,2018-08-03T05:00:00.000Z
18135,Project name 18135,2076,Paper Goods,Cancelled,2020-10-12T05:00:00.000Z,2020-10-19T05:00:00.000Z
18136,Project name 18136,1533,Personal Care,Cancelled,2018-09-10T05:00:00.000Z,2019-04-10T05:00:00.000Z
18137,Project name 18137,3981,Ground turkey,Active,2019-12-03T05:00:00.000Z,2020-04-10T05:00:00.000Z
18138,Project name 18138,890,Toys,Active,2020-09-10T05:00:00.000Z,2020-10-10T05:00:00.000Z
18139,Project name 18139,656,Coffee,Closed,2019-07-05T05:00:00.000Z,2019-09-08T05:00:00.000Z
